label,run,source,source_format,tdcr_header_found,tdcr_version,tdcr_pair_id,tdcr_family_id,tdcr_warmup_packets,tdcr_capture_packets,tdcr_sample_div,packets,seq_gaps,seq_wraps,enable_edge_index,pre_enable_packets,post_enable_packets,bins,warmup_start,early_packets,window_packets,lag,entropy_a,entropy_b,entropy_diff,min_entropy_a,min_entropy_b,min_entropy_diff,early_entropy_a,early_entropy_b,early_entropy_diff,early_min_entropy_a,early_min_entropy_b,early_min_entropy_diff,transition_entropy_diff,transition_min_entropy_diff,same_diff_transition_ratio,residence_runs,residence_mean_len,residence_median_len,residence_p95_len,longest_same_diff_bin_run,autocorr_diff_lag,autocorr_a_lag,autocorr_b_lag,first_window_packets,later_window_packets,first_entropy_a,first_entropy_b,first_entropy_diff,later_entropy_a,later_entropy_b,later_entropy_diff,first_minus_later_entropy_a,first_minus_later_entropy_b,first_minus_later_entropy_diff,first_later_tvd_a,first_later_tvd_b,first_later_tvd_diff,first_diff_mean_bin,later_diff_mean_bin,first_minus_later_diff_mean_bin,warmup_packets,warmup_entropy_a,warmup_entropy_b,warmup_entropy_diff,warmup_transition_entropy_diff,warmup_same_diff_transition_ratio,warmup_longest_same_diff_bin_run,warmup_autocorr_diff_lag
tdc_reset_random1_baseline_ro0_clean32k_warmup0_preopen_20260525,tdc_reset_random1_baseline_ro0_clean32k_warmup0._preopen_20260525,data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_baseline_ro0_clean32k_warmup0._preopen_20260525.bin,raw,1,1,1501,1,0,32768,5000,32768,0,0,0,0,32768,128,0,512,4096,1,2.66065422,5.6417311,6.75885914,1.29350398,4.43585051,5.59060906,2.46755233,5.53909275,6.53655479,1.23844877,4.04580369,5.0931094,13.1433869,10.7520285,0.00994903409,32442,1.0100487,1,1,3,-0.00828029621,-0.00355762819,-0.00574126061,4096,28672,2.60813563,5.63326345,6.73510118,2.66697202,5.64154663,6.75929822,-0.0588363989,-0.0082831722,-0.0241970336,0.0238211496,0.0440848214,0.0682198661,0.184082031,0.600516183,-0.416434152,512,2.46755233,5.53909275,6.53655479,8.91351043,0.0136986301,2,-0.0117018588
tdc_reset_random1_baseline_ro0_clean32k_warmup0_preopen_20260525,tdc_reset_random1_baseline_ro0_clean32k_warmup0._preopen_20260525,data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_baseline_ro0_clean32k_warmup0._preopen_20260525.bin,raw,1,1,1501,1,0,32768,5000,32768,0,0,0,0,32768,128,12,512,4096,1,2.66065422,5.6417311,6.75885914,1.29350398,4.43585051,5.59060906,2.46755233,5.53909275,6.53655479,1.23844877,4.04580369,5.0931094,13.1433869,10.7520285,0.00994903409,32442,1.0100487,1,1,3,-0.00828029621,-0.00355762819,-0.00574126061,4096,28672,2.60813563,5.63326345,6.73510118,2.66697202,5.64154663,6.75929822,-0.0588363989,-0.0082831722,-0.0241970336,0.0238211496,0.0440848214,0.0682198661,0.184082031,0.600516183,-0.416434152,512,2.47792775,5.53409417,6.53609678,8.91351043,0.0136986301,2,-0.0228631198
tdc_reset_random1_baseline_ro0_clean32k_warmup0_preopen_20260525,tdc_reset_random1_baseline_ro0_clean32k_warmup0._preopen_20260525,data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_baseline_ro0_clean32k_warmup0._preopen_20260525.bin,raw,1,1,1501,1,0,32768,5000,32768,0,0,0,0,32768,128,64,512,4096,1,2.66065422,5.6417311,6.75885914,1.29350398,4.43585051,5.59060906,2.46755233,5.53909275,6.53655479,1.23844877,4.04580369,5.0931094,13.1433869,10.7520285,0.00994903409,32442,1.0100487,1,1,3,-0.00828029621,-0.00355762819,-0.00574126061,4096,28672,2.60813563,5.63326345,6.73510118,2.66697202,5.64154663,6.75929822,-0.0588363989,-0.0082831722,-0.0241970336,0.0238211496,0.0440848214,0.0682198661,0.184082031,0.600516183,-0.416434152,512,2.53656729,5.52485175,6.5316843,8.92525211,0.011741683,2,-0.0576220306
tdc_reset_random1_baseline_ro0_clean32k_warmup0_preopen_20260525,tdc_reset_random1_baseline_ro0_clean32k_warmup0._preopen_20260525,data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_baseline_ro0_clean32k_warmup0._preopen_20260525.bin,raw,1,1,1501,1,0,32768,5000,32768,0,0,0,0,32768,128,256,512,4096,1,2.66065422,5.6417311,6.75885914,1.29350398,4.43585051,5.59060906,2.46755233,5.53909275,6.53655479,1.23844877,4.04580369,5.0931094,13.1433869,10.7520285,0.00994903409,32442,1.0100487,1,1,3,-0.00828029621,-0.00355762819,-0.00574126061,4096,28672,2.60813563,5.63326345,6.73510118,2.66697202,5.64154663,6.75929822,-0.0588363989,-0.0082831722,-0.0241970336,0.0238211496,0.0440848214,0.0682198661,0.184082031,0.600516183,-0.416434152,512,2.45375595,5.60419199,6.57591128,8.95412664,0.00782778865,2,-0.0505342137
tdc_reset_random1_baseline_ro0_clean32k_warmup0_preopen_20260525,tdc_reset_random1_baseline_ro0_clean32k_warmup0._preopen_20260525,data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_baseline_ro0_clean32k_warmup0._preopen_20260525.bin,raw,1,1,1501,1,0,32768,5000,32768,0,0,0,0,32768,128,1024,512,4096,1,2.66065422,5.6417311,6.75885914,1.29350398,4.43585051,5.59060906,2.46755233,5.53909275,6.53655479,1.23844877,4.04580369,5.0931094,13.1433869,10.7520285,0.00994903409,32442,1.0100487,1,1,3,-0.00828029621,-0.00355762819,-0.00574126061,4096,28672,2.60813563,5.63326345,6.73510118,2.66697202,5.64154663,6.75929822,-0.0588363989,-0.0082831722,-0.0241970336,0.0238211496,0.0440848214,0.0682198661,0.184082031,0.600516183,-0.416434152,512,2.32254487,5.5927389,6.60281647,8.95804054,0.00782778865,2,-0.0696831648
tdc_reset_random1_baseline_ro0_clean32k_warmup0_preopen_20260525,tdc_reset_random1_baseline_ro0_clean32k_warmup0._preopen_20260525,data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_baseline_ro0_clean32k_warmup0._preopen_20260525.bin,raw,1,1,1501,1,0,32768,5000,32768,0,0,0,0,32768,128,4096,512,4096,1,2.66065422,5.6417311,6.75885914,1.29350398,4.43585051,5.59060906,2.46755233,5.53909275,6.53655479,1.23844877,4.04580369,5.0931094,13.1433869,10.7520285,0.00994903409,32442,1.0100487,1,1,3,-0.00828029621,-0.00355762819,-0.00574126061,4096,28672,2.60813563,5.63326345,6.73510118,2.66697202,5.64154663,6.75929822,-0.0588363989,-0.0082831722,-0.0241970336,0.0238211496,0.0440848214,0.0682198661,0.184082031,0.600516183,-0.416434152,512,2.6737431,5.51670792,6.53763261,8.94238496,0.0136986301,2,-0.0405538645
